village,district,state,N,P,K,pH,OC,B,Fe,Zn,S,Temperature,Humidity,Rainfall_monthly,cycle,feature_id,district_code,state_code
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,10.03,137.093,6.53,0.75,0.8,5.33,0.54,18.1,27.0,72,130,2024-25,22_636_shc_2024-25.2502,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,18.9,164.491,6.58,1.24,0.8,5.66,0.61,14.7,27.0,72,130,2024-25,22_636_shc_2024-25.2504,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,16.39,455.26,6.24,0.105,0.5,5.23,0.31,6.9,27.0,72,130,2024-25,22_636_shc_2024-25.554,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,18.9,164.491,6.58,1.24,0.8,5.66,0.61,14.7,27.0,72,130,2024-25,22_636_shc_2024-25.555,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,11.32,220.111,6.46,0.225,0.2,5.1,0.3,9.3,27.0,72,130,2024-25,22_636_shc_2024-25.1555,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,16.21,140.698,6.16,1.23,0.5,5.3,0.52,6.1,27.0,72,130,2024-25,22_636_shc_2024-25.1558,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,12.15,153.573,6.98,0.69,0.5,5.3,0.51,8.2,27.0,72,130,2024-25,22_636_shc_2024-25.1559,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,12.57,290.769,6.25,0.015,0.3,4.65,0.32,11.1,27.0,72,130,2024-25,22_636_shc_2024-25.1560,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,17.2,182.27,6.57,0.73,0.7,5.1,0.9,14.9,27.0,72,130,2024-25,22_636_shc_2024-25.1561,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,11.35,403.451,6.46,0.405,0.2,5.0,0.3,9.1,27.0,72,130,2024-25,22_636_shc_2024-25.1562,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,12.5,384.911,6.31,0.69,0.4,4.0,0.6,11.2,27.0,72,130,2024-25,22_636_shc_2024-25.1563,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,175.61,11.3,241.638,6.33,1.23,0.3,4.66,0.5,9.9,27.0,72,130,2024-25,22_636_shc_2024-25.1564,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,188.16,16.2,158.002,6.85,0.825,0.6,5.26,0.25,6.2,27.0,72,130,2024-25,22_636_shc_2024-25.1565,636,22
Pegdapalli(Basaguda),Bijapur,Chhattisgarh,200.7,12.22,339.694,6.32,0.555,0.5,5.1,0.3,4.1,27.0,72,130,2024-25,22_636_shc_2024-25.1566,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,213.24,9.94,167.478,6.79,0.28,0.6,5.33,0.25,13.6,27.0,72,130,2024-25,22_636_shc_2024-25.3732,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,250.88,21.59,183.134,6.57,0.27,0.5,6.3,0.3,11.5,27.0,72,130,2024-25,22_636_shc_2024-25.3733,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,238.33,10.34,173.439,6.82,1.24,0.5,5.64,2.0,14.2,27.0,72,130,2024-25,22_636_shc_2024-25.4699,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,200.7,13.26,166.448,6.8,1.47,0.5,5.32,2.54,13.8,27.0,72,130,2024-25,22_636_shc_2024-25.4700,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,200.7,11.64,149.865,6.62,1.36,0.6,7.22,2.0,13.7,27.0,72,130,2024-25,22_636_shc_2024-25.4728,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,238.33,13.08,162.74,6.82,1.23,0.6,7.21,1.25,16.5,27.0,72,130,2024-25,22_636_shc_2024-25.4735,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,238.336,9.04,170.259,6.56,1.45,0.6,4.2,0.3,11.3,27.0,72,130,2024-25,22_636_shc_2024-25.4737,636,22
Sitanagaram(Jajalguda),Bijapur,Chhattisgarh,200.704,10.3,154.088,6.78,0.67,0.6,7.25,0.31,17.2,27.0,72,130,2024-25,22_636_shc_2024-25.4748,636,22
Talnar,Bijapur,Chhattisgarh,238.38,7.7,159.238,6.63,0.63,0.6,7.36,1.2,15.9,27.0,72,130,2024-25,22_636_shc_2024-25.1405,636,22
Tunder,Bijapur,Chhattisgarh,188.16,18.9,164.491,6.58,1.24,0.8,5.66,0.61,14.7,27.0,72,130,2024-25,22_636_shc_2024-25.3289,636,22
Tunder,Bijapur,Chhattisgarh,238.33,10.84,175.512,0.71,5.1,0.73,1.25,14.9,17.2,27.0,72,130,2024-25,22_636_shc_2024-25.3295,636,22
Tunder,Bijapur,Chhattisgarh,238.33,10.84,175.512,6.5,0.85,0.6,7.36,1.2,17.2,27.0,72,130,2024-25,22_636_shc_2024-25.3414,636,22
Bharari,Bilaspur,Chhattisgarh,150.0,8.96,425.0,7.2,0.6,6.0,12.58,2.15,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1551,375,22
Bhurkunda,Bilaspur,Chhattisgarh,125.0,10.75,369.0,6.8,0.15,8.0,28.26,1.429,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.2925,375,22
Bhurkunda,Bilaspur,Chhattisgarh,188.0,6.272,358.0,5.7,0.75,6.0,19.16,2.149,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.3489,375,22
Bhurkunda,Bilaspur,Chhattisgarh,163.0,8.064,369.0,5.9,0.6,4.0,36.41,0.4,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.3494,375,22
Bhurkunda,Bilaspur,Chhattisgarh,175.0,5.373,425.0,5.7,0.6,7.0,13.06,1.342,5.0,27.0,72,130,2023-24,22_375_shc_2023-24.3495,375,22
Bhurkunda,Bilaspur,Chhattisgarh,163.0,8.96,425.0,5.8,0.15,7.0,80.87,0.662,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.3496,375,22
Bhurkunda,Bilaspur,Chhattisgarh,175.0,8.96,313.0,5.7,0.3,6.0,11.44,2.834,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.3498,375,22
Bhurkunda,Bilaspur,Chhattisgarh,150.0,9.856,380.0,6.8,0.3,7.0,10.22,2.731,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3502,375,22
Bhurkunda,Bilaspur,Chhattisgarh,163.0,8.46,302.0,5.8,0.6,5.0,32.36,2.151,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3505,375,22
Bhurkunda,Bilaspur,Chhattisgarh,200.0,5.378,268.0,6.9,0.3,7.0,23.99,2.814,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.3507,375,22
Bhurkunda,Bilaspur,Chhattisgarh,150.0,9.856,257.0,6.8,0.5,2.0,15.01,2.451,10.75,27.0,72,130,2023-24,22_375_shc_2023-24.3508,375,22
Bhurkunda,Bilaspur,Chhattisgarh,200.0,8.96,347.0,5.6,0.46,7.0,10.33,0.322,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.3594,375,22
Chanadongri,Bilaspur,Chhattisgarh,225.0,8.064,436.0,7.1,0.75,6.0,10.76,1.422,14.25,27.0,72,130,2023-24,22_375_shc_2023-24.1940,375,22
Chanadongri,Bilaspur,Chhattisgarh,188.0,11.64,257.0,6.7,0.45,7.0,29.49,2.624,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.3905,375,22
Ganiyari,Bilaspur,Chhattisgarh,175.0,13.44,470.0,6.2,0.75,6.0,18.69,1.046,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.692,375,22
Ganiyari,Bilaspur,Chhattisgarh,150.0,18.25,380.0,6.6,0.15,6.0,16.67,3.918,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.960,375,22
Ganiyari,Bilaspur,Chhattisgarh,288.0,13.44,324.0,5.6,0.15,7.0,32.44,2.086,16.25,27.0,72,130,2023-24,22_375_shc_2023-24.3683,375,22
Ganiyari,Bilaspur,Chhattisgarh,175.0,18.81,291.0,6.8,0.3,5.0,14.43,0.202,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.3736,375,22
Ganiyari,Bilaspur,Chhattisgarh,200.0,15.23,291.0,6.2,0.15,4.0,18.91,0.436,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.3809,375,22
Ganiyari,Bilaspur,Chhattisgarh,125.0,11.64,336.0,7.7,0.135,3.0,0.256,0.724,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3889,375,22
Ganiyari,Bilaspur,Chhattisgarh,238.0,8.96,313.0,7.2,0.3,2.0,18.24,2.298,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.4021,375,22
Gataura,Bilaspur,Chhattisgarh,112.0,11.64,313.0,7.4,0.45,7.0,43.08,2.654,22.5,27.0,72,130,2023-24,22_375_shc_2023-24.893,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,17.02,358.0,7.1,0.45,4.0,17.78,3.916,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.1435,375,22
Gataura,Bilaspur,Chhattisgarh,225.0,10.75,302.0,6.8,0.3,6.0,31.22,3.858,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3091,375,22
Gataura,Bilaspur,Chhattisgarh,125.0,11.64,302.0,7.3,0.15,6.0,39.06,2.856,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.3092,375,22
Gataura,Bilaspur,Chhattisgarh,163.0,16.12,347.0,7.1,0.6,6.0,26.48,2.078,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3093,375,22
Gataura,Bilaspur,Chhattisgarh,150.0,9.856,347.0,6.9,0.45,4.0,39.36,2.7,17.5,27.0,72,130,2023-24,22_375_shc_2023-24.3094,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,10.75,313.0,7.1,0.75,1.0,81.71,1.121,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.3095,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,10.75,302.0,7.0,0.3,7.0,70.5,2.211,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.3097,375,22
Gataura,Bilaspur,Chhattisgarh,188.0,7.162,806.0,6.8,0.3,4.0,24.31,2.794,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3098,375,22
Gataura,Bilaspur,Chhattisgarh,188.0,10.75,425.0,7.0,0.15,3.0,31.52,2.753,16.25,27.0,72,130,2023-24,22_375_shc_2023-24.3099,375,22
Gataura,Bilaspur,Chhattisgarh,225.0,11.64,212.0,7.2,0.15,2.0,14.67,1.7118,5.0,27.0,72,130,2023-24,22_375_shc_2023-24.3100,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,8.46,280.0,7.2,0.45,6.0,38.42,4.462,17.5,27.0,72,130,2023-24,22_375_shc_2023-24.3101,375,22
Gataura,Bilaspur,Chhattisgarh,163.0,8.064,224.0,7.0,0.3,7.0,48.94,2.212,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3102,375,22
Gataura,Bilaspur,Chhattisgarh,125.0,11.64,302.0,7.0,0.45,6.0,32.15,2.056,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3103,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,9.856,313.0,7.3,0.45,3.0,39.74,2.624,16.25,27.0,72,130,2023-24,22_375_shc_2023-24.3104,375,22
Gataura,Bilaspur,Chhattisgarh,188.0,10.75,425.0,7.0,0.15,3.0,31.52,2.753,16.25,27.0,72,130,2023-24,22_375_shc_2023-24.3105,375,22
Gataura,Bilaspur,Chhattisgarh,188.0,13.44,224.0,2.3,0.15,5.0,19.75,1.92,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.3106,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,7.162,358.0,7.5,0.3,8.0,78.3,3.623,22.5,27.0,72,130,2023-24,22_375_shc_2023-24.3107,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,5.378,268.0,6.9,0.3,7.0,23.99,2.814,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.3108,375,22
Gataura,Bilaspur,Chhattisgarh,112.0,8.96,313.0,7.4,0.15,3.0,15.91,2.824,11.15,27.0,72,130,2023-24,22_375_shc_2023-24.3109,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,6.272,638.0,7.0,0.75,4.0,17.62,2.735,21.25,27.0,72,130,2023-24,22_375_shc_2023-24.3110,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,10.75,425.0,7.4,0.15,4.0,31.1,2.202,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.3111,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,7.162,280.0,6.5,0.3,5.0,41.86,2.522,18.75,27.0,72,130,2023-24,22_375_shc_2023-24.3112,375,22
Gataura,Bilaspur,Chhattisgarh,237.0,7.162,336.0,7.2,0.6,1.0,45.35,2.259,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.3114,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,12.54,504.0,7.1,0.15,1.0,17.75,2.243,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3115,375,22
Gataura,Bilaspur,Chhattisgarh,175.0,12.54,649.0,6.9,0.15,1.0,27.9,2.967,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.3116,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,17.02,347.0,7.3,0.3,6.0,25.44,2.346,16.25,27.0,72,130,2023-24,22_375_shc_2023-24.3117,375,22
Gataura,Bilaspur,Chhattisgarh,175.0,11.64,347.0,6.9,0.45,1.0,25.38,2.766,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.3122,375,22
Gataura,Bilaspur,Chhattisgarh,188.0,7.162,156.0,6.8,0.15,9.0,30.69,1.5,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.3123,375,22
Gataura,Bilaspur,Chhattisgarh,200.0,8.064,291.0,68.0,0.15,1.0,25.38,2.766,17.5,27.0,72,130,2023-24,22_375_shc_2023-24.3124,375,22
Gataura,Bilaspur,Chhattisgarh,225.0,8.96,168.0,7.1,45.0,6.0,43.86,3.896,18.75,27.0,72,130,2023-24,22_375_shc_2023-24.3125,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,8.96,291.0,7.2,0.15,4.0,23.16,0.439,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.3134,375,22
Gataura,Bilaspur,Chhattisgarh,125.0,5.376,268.0,6.8,0.3,4.0,42.4,3.852,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3658,375,22
Gataura,Bilaspur,Chhattisgarh,175.0,10.75,324.0,7.1,0.6,5.0,24.16,3.856,20.0,27.0,72,130,2023-24,22_375_shc_2023-24.3659,375,22
Gataura,Bilaspur,Chhattisgarh,213.0,6.272,214.0,7.0,0.15,7.0,17.12,2.998,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3678,375,22
Jhalmala,Bilaspur,Chhattisgarh,188.0,8.064,291.0,6.9,0.3,7.0,34.4,4.676,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.2784,375,22
Jhalmala,Bilaspur,Chhattisgarh,175.0,6.272,235.0,6.4,0.45,8.0,38.37,3.621,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.2789,375,22
Kauwatal,Bilaspur,Chhattisgarh,213.0,6.272,212.0,7.6,0.6,5.0,32.43,3.176,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.2787,375,22
Kauwatal,Bilaspur,Chhattisgarh,200.0,8.96,280.0,7.4,0.15,2.0,36.38,4.458,16.75,27.0,72,130,2023-24,22_375_shc_2023-24.2791,375,22
Pipartarai,Bilaspur,Chhattisgarh,275.0,6.272,456.0,7.1,0.225,5.0,3.417,2.139,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.971,375,22
Pipartarai,Bilaspur,Chhattisgarh,163.0,4.448,224.0,6.7,0.45,4.0,10.54,2.658,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.1331,375,22
Pipartarai,Bilaspur,Chhattisgarh,263.0,8.96,472.0,7.0,0.3,4.0,3.48,3.118,6.25,27.0,72,130,2023-24,22_375_shc_2023-24.1882,375,22
Pipartarai,Bilaspur,Chhattisgarh,263.0,6.272,438.0,6.8,0.45,6.0,3.196,2.735,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.1883,375,22
Pipartarai,Bilaspur,Chhattisgarh,225.0,7.162,402.0,6.9,0.45,7.0,3.576,2.118,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.2170,375,22
Pipartarai,Bilaspur,Chhattisgarh,301.0,16.12,168.0,6.9,0.75,3.0,39.62,2.06,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.2181,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,8.96,156.0,6.7,0.6,7.0,23.88,2.798,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.978,375,22
Salkha,Bilaspur,Chhattisgarh,188.0,11.64,289.0,6.9,0.15,6.0,18.39,1.042,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.1280,375,22
Salkha,Bilaspur,Chhattisgarh,213.0,9.856,168.0,6.5,0.6,7.0,54.68,3.942,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.1283,375,22
Salkha,Bilaspur,Chhattisgarh,237.0,5.376,201.0,7.1,0.3,6.0,43.63,2.994,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.1299,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,9.056,168.0,6.7,0.45,6.0,16.94,2.881,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.1312,375,22
Salkha,Bilaspur,Chhattisgarh,225.0,13.44,168.0,6.8,0.6,4.0,15.69,3.61,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.1313,375,22
Salkha,Bilaspur,Chhattisgarh,188.0,9.056,190.0,6.6,0.15,7.0,16.54,2.189,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.1317,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,9.856,347.0,7.0,0.15,5.0,41.14,2.164,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.1954,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,7.162,302.0,7.1,0.15,6.0,65.21,2.789,6.25,27.0,72,130,2023-24,22_375_shc_2023-24.2330,375,22
Salkha,Bilaspur,Chhattisgarh,213.0,5.378,459.0,7.6,0.75,6.0,19.31,2.545,10.0,27.0,72,130,2023-24,22_375_shc_2023-24.2978,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,8.064,219.0,7.4,0.3,4.0,37.31,2.629,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.2985,375,22
Salkha,Bilaspur,Chhattisgarh,200.0,6.272,921.0,7.0,0.75,6.0,47.35,2.958,5.0,27.0,72,130,2023-24,22_375_shc_2023-24.3000,375,22
Salkha,Bilaspur,Chhattisgarh,250.0,11.26,548.0,6.9,0.6,6.0,36.98,1.158,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.3020,375,22
Salkha,Bilaspur,Chhattisgarh,225.0,16.12,156.0,6.6,0.75,6.0,32.61,3.371,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.3598,375,22
Salkha,Bilaspur,Chhattisgarh,275.0,7.168,302.0,7.3,0.15,4.0,26.35,2.668,6.25,27.0,72,130,2023-24,22_375_shc_2023-24.3646,375,22
Salkha,Bilaspur,Chhattisgarh,237.0,4.48,392.0,7.1,0.6,7.0,61.36,3.404,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.3844,375,22
Salkha,Bilaspur,Chhattisgarh,213.0,11.64,470.0,7.2,0.75,6.0,38.6,2.342,6.25,27.0,72,130,2023-24,22_375_shc_2023-24.3854,375,22
Semri,Bilaspur,Chhattisgarh,263.0,17.96,268.0,6.6,0.15,4.0,8.856,0.272,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.707,375,22
Semri,Bilaspur,Chhattisgarh,325.0,5.376,391.0,6.5,0.6,4.0,6.184,1.528,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1552,375,22
Semri,Bilaspur,Chhattisgarh,250.0,2.688,604.0,6.0,0.6,6.0,9.872,1.248,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.1553,375,22
Semri,Bilaspur,Chhattisgarh,225.0,13.44,313.0,5.8,0.75,2.0,4.134,0.862,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1569,375,22
Semri,Bilaspur,Chhattisgarh,351.0,3.584,324.0,6.2,0.3,5.0,8.644,1.7,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1570,375,22
Semri,Bilaspur,Chhattisgarh,301.0,23.29,616.0,6.0,0.75,2.0,6.184,0.71,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1571,375,22
Semri,Bilaspur,Chhattisgarh,188.0,8.96,571.0,6.4,0.6,6.0,5.364,1.208,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1572,375,22
Semri,Bilaspur,Chhattisgarh,225.0,3.584,537.0,6.5,0.6,1.0,9.774000000000001,1.08,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1586,375,22
Semri,Bilaspur,Chhattisgarh,225.0,7.162,390.0,6.9,0.15,6.0,30.03,2.225,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.1587,375,22
Semri,Bilaspur,Chhattisgarh,125.0,19.71,157.0,6.6,0.3,4.0,7.314,0.67,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.1588,375,22
Semri,Bilaspur,Chhattisgarh,188.0,8.96,375.0,6.6,0.3,6.0,19.87,3.659,5.75,27.0,72,130,2023-24,22_375_shc_2023-24.1589,375,22
Semri,Bilaspur,Chhattisgarh,175.0,4.48,548.0,6.0,0.75,6.0,3.724,0.71,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.1590,375,22
Semri,Bilaspur,Chhattisgarh,163.0,23.29,246.0,6.6,0.15,3.0,8.836,0.072,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.1591,375,22
Semri,Bilaspur,Chhattisgarh,175.0,8.96,235.0,6.8,0.75,5.0,2.494,0.142,13.75,27.0,72,130,2023-24,22_375_shc_2023-24.1631,375,22
Semri,Bilaspur,Chhattisgarh,188.0,10.75,358.0,6.2,0.6,4.0,5.775,1.08,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.3442,375,22
Semri,Bilaspur,Chhattisgarh,175.0,10.75,212.0,7.1,0.45,9.0,44.33,4.437,6.25,27.0,72,130,2023-24,22_375_shc_2023-24.3623,375,22
Semri,Bilaspur,Chhattisgarh,413.0,12.54,302.0,6.5,0.75,7.0,6.594,1.4,12.5,27.0,72,130,2023-24,22_375_shc_2023-24.3918,375,22
Semri,Bilaspur,Chhattisgarh,163.0,8.96,380.0,6.6,0.45,4.0,18.45,1.15,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.3923,375,22
Sirsaha,Bilaspur,Chhattisgarh,188.0,10.75,235.0,7.7,0.6,6.0,26.37,2.554,7.5,27.0,72,130,2023-24,22_375_shc_2023-24.731,375,22
Sirsaha,Bilaspur,Chhattisgarh,188.0,10.25,302.0,7.3,0.75,5.0,17.15,2.927,8.75,27.0,72,130,2023-24,22_375_shc_2023-24.2545,375,22
Sirsaha,Bilaspur,Chhattisgarh,213.0,6.272,214.0,7.0,0.15,7.0,17.19,2.998,11.25,27.0,72,130,2023-24,22_375_shc_2023-24.3611,375,22
Sirsaha,Bilaspur,Chhattisgarh,213.0,17.92,324.0,7.4,0.45,5.0,19.26,1.286,15.0,27.0,72,130,2023-24,22_375_shc_2023-24.2400,375,22
Sirsaha,Bilaspur,Chhattisgarh,301.0,19.71,347.0,7.5,0.3,6.0,10.12,2.132,18.75,27.0,72,130,2023-24,22_375_shc_2023-24.2424,375,22
Badekameli,Dantewada,Chhattisgarh,200.7,8.21,179.323,6.54,0.55,0.1,5.0,1.01,5.4,27.0,72,130,2025-26,22_376_shc_2025-26.4064,376,22
Badekameli,Dantewada,Chhattisgarh,188.16,14.15,128.338,6.52,4.56,0.6,4.82,0.81,6.2,27.0,72,130,2025-26,22_376_shc_2025-26.4128,376,22
Badekameli,Dantewada,Chhattisgarh,188.16,8.5,309.0,6.52,0.59,0.1,6.16,1.17,5.1,27.0,72,130,2025-26,22_376_shc_2025-26.4130,376,22
Badekameli,Dantewada,Chhattisgarh,200.7,13.69,410.455,6.62,0.5,0.5,4.88,0.9,6.5,27.0,72,130,2025-26,22_376_shc_2025-26.6271,376,22
Chhote Lakhapal,Dantewada,Chhattisgarh,188.16,12.36,348.243,6.69,0.16,0.9,6.65,1.17,6.5,27.0,72,130,2025-26,22_376_shc_2025-26.1285,376,22
Gumda,Dantewada,Chhattisgarh,200.7,5.48,145.23,6.48,0.3,0.1,5.96,0.96,7.9,27.0,72,130,2025-26,22_376_shc_2025-26.2210,376,22
Jabeli,Dantewada,Chhattisgarh,175.61,17.11,185.709,7.0,0.58,0.1,5.1,1.12,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.5,376,22
Jabeli,Dantewada,Chhattisgarh,137.98,17.11,256.058,6.68,0.48,0.5,4.5,1.2,9.7,27.0,72,130,2025-26,22_376_shc_2025-26.1928,376,22
Jabeli,Dantewada,Chhattisgarh,213.24,14.56,197.657,6.95,0.15,0.5,5.3,0.8,7.6,27.0,72,130,2025-26,22_376_shc_2025-26.1929,376,22
Jabeli,Dantewada,Chhattisgarh,188.16,16.21,135.548,6.95,0.75,0.5,5.11,0.6,7.1,27.0,72,130,2025-26,22_376_shc_2025-26.1930,376,22
Jabeli,Dantewada,Chhattisgarh,238.33,17.56,156.766,6.85,0.4,0.5,4.99,1.0,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.1931,376,22
Jabeli,Dantewada,Chhattisgarh,225.79,16.66,350.097,5.56,0.63,0.5,6.0,0.64,10.5,27.0,72,130,2025-26,22_376_shc_2025-26.1935,376,22
Jabeli,Dantewada,Chhattisgarh,163.07,18.81,196.766,6.7,0.42,0.4,5.1,1.36,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.1937,376,22
Jabeli,Dantewada,Chhattisgarh,238.33,17.56,156.766,6.85,0.4,0.4,4.99,1.0,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.1938,376,22
Jabeli,Dantewada,Chhattisgarh,225.79,17.11,172.264,6.92,0.28,0.6,5.58,1.8,7.1,27.0,72,130,2025-26,22_376_shc_2025-26.1986,376,22
Jabeli,Dantewada,Chhattisgarh,163.07,18.81,196.766,6.7,0.42,0.4,5.1,1.36,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.1988,376,22
Jabeli,Dantewada,Chhattisgarh,188.16,20.69,231.75,6.72,0.47,0.7,5.88,0.87,11.5,27.0,72,130,2025-26,22_376_shc_2025-26.4833,376,22
Jaunga,Dantewada,Chhattisgarh,188.16,16.21,135.548,6.95,0.75,0.4,5.11,0.6,7.1,27.0,72,130,2025-26,22_376_shc_2025-26.2202,376,22
Jaunga,Dantewada,Chhattisgarh,163.07,18.81,196.766,6.7,0.42,0.5,5.1,1.36,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.2203,376,22
Jaunga,Dantewada,Chhattisgarh,238.33,17.56,156.766,6.85,0.4,0.4,4.99,1.0,7.3,27.0,72,130,2025-26,22_376_shc_2025-26.2204,376,22
Jaunga,Dantewada,Chhattisgarh,225.79,17.11,172.264,6.82,0.28,0.5,4.58,1.8,7.1,27.0,72,130,2025-26,22_376_shc_2025-26.2205,376,22
